image,pattern,psnr
0267x2.png,legendre,21.773499
0268x2.png,box,24.328432
0268x2.png,random,25.001461
0268x2.png,legendre,24.532955
0269x2.png,box,22.141891
0269x2.png,random,22.51049
0269x2.png,legendre,22.121193
0270x2.png,box,21.519976
0270x2.png,random,21.4831
0270x2.png,legendre,22.420103
0271x2.png,box,23.529749
0271x2.png,random,23.815298
0271x2.png,legendre,23.761692
0272x2.png,box,24.443764
0272x2.png,random,24.237488
0272x2.png,legendre,23.295515
0273x2.png,box,21.095993
0273x2.png,random,23.612385
0273x2.png,legendre,22.437075
0274x2.png,box,21.060116
0274x2.png,random,22.061989
0274x2.png,legendre,21.602982
0275x2.png,box,23.816189
0275x2.png,random,23.763245
0275x2.png,legendre,23.557274
0276x2.png,box,23.143532
0276x2.png,random,24.23775
0276x2.png,legendre,23.08849
0277x2.png,box,22.507963
0277x2.png,random,21.757566
0277x2.png,legendre,22.387287
0278x2.png,box,24.232702
0278x2.png,random,26.056377
0278x2.png,legendre,24.705908
0279x2.png,box,20.580818
0279x2.png,random,20.857971
0279x2.png,legendre,21.311695
0280x2.png,box,24.296204
0280x2.png,random,23.917063
0280x2.png,legendre,24.100014
0281x2.png,box,20.332556
0281x2.png,random,21.929205
0281x2.png,legendre,23.0773
0282x2.png,box,22.481878
0282x2.png,random,23.339146
0282x2.png,legendre,23.671974
0283x2.png,box,22.782154
0283x2.png,random,23.46977
0283x2.png,legendre,23.035408
0284x2.png,box,23.099056
0284x2.png,random,25.002224
0284x2.png,legendre,24.524487
0285x2.png,box,21.285961
0285x2.png,random,22.19162
0285x2.png,legendre,21.840288
0286x2.png,box,25.201393
0286x2.png,random,24.452503
0286x2.png,legendre,24.95434
0287x2.png,box,21.518875
0287x2.png,random,22.819164
0287x2.png,legendre,21.344273
0288x2.png,box,21.79924
0288x2.png,random,23.079206
0288x2.png,legendre,22.928707
0289x2.png,box,24.467772
0289x2.png,random,23.680162
0289x2.png,legendre,23.841143
0290x2.png,box,21.774902
0290x2.png,random,24.626284
0290x2.png,legendre,23.150402
0291x2.png,box,20.697908
0291x2.png,random,21.281395
0291x2.png,legendre,21.894585
0292x2.png,box,21.050377
0292x2.png,random,22.558338
0292x2.png,legendre,21.31419
0293x2.png,box,21.235806
0293x2.png,random,21.367928
0293x2.png,legendre,21.56811
0294x2.png,box,21.85734
0294x2.png,random,21.472767
0294x2.png,legendre,21.904448
0295x2.png,box,20.33791
0295x2.png,random,20.044945
0295x2.png,legendre,20.895748
0296x2.png,box,21.012768
0296x2.png,random,22.256462
0296x2.png,legendre,22.447569
0297x2.png,box,19.848766
0297x2.png,random,20.761568
0297x2.png,legendre,21.469744
0298x2.png,box,19.48671
0298x2.png,random,20.368752
0298x2.png,legendre,21.41263
0299x2.png,box,21.6372
0299x2.png,random,23.218756
0299x2.png,legendre,22.327225
0300x2.png,box,23.358479
0300x2.png,random,24.230682
0300x2.png,legendre,23.025454
0301x2.png,box,25.49908
0301x2.png,random,23.961864
0301x2.png,legendre,24.072742
0302x2.png,box,21.626598
0302x2.png,random,24.237839
0302x2.png,legendre,22.905212
0303x2.png,box,20.773159
0303x2.png,random,22.168665
0303x2.png,legendre,22.30349
0304x2.png,box,22.741983
0304x2.png,random,23.695496
0304x2.png,legendre,23.828936
0305x2.png,box,22.410343
0305x2.png,random,22.428944
0305x2.png,legendre,22.238121
0306x2.png,box,22.905848
0306x2.png,random,22.922678
0306x2.png,legendre,22.919825
0307x2.png,box,23.944609
0307x2.png,random,24.838926
0307x2.png,legendre,23.775732
0308x2.png,box,19.053051
0308x2.png,random,19.710876
0308x2.png,legendre,20.207634
0309x2.png,box,21.649418
0309x2.png,random,23.173944
0309x2.png,legendre,23.523697
0310x2.png,box,21.710869
0310x2.png,random,22.328321
0310x2.png,legendre,22.978046
0311x2.png,box,22.781927
0311x2.png,random,22.64784
0311x2.png,legendre,22.900734
0312x2.png,box,22.155525
0312x2.png,random,21.507042
0312x2.png,legendre,22.563107
0313x2.png,box,21.330221
0313x2.png,random,21.756187
0313x2.png,legendre,22.76107
0314x2.png,box,23.681307
0314x2.png,random,26.146467
0314x2.png,legendre,24.608997
0315x2.png,box,22.652739
0315x2.png,random,24.352444
0315x2.png,legendre,22.550713
0316x2.png,box,20.746128
0316x2.png,random,21.404015
0316x2.png,legendre,21.131016
0317x2.png,box,20.981932
0317x2.png,random,21.504597
0317x2.png,legendre,21.64953
0318x2.png,box,23.627827
0318x2.png,random,24.820446
0318x2.png,legendre,24.223928
0319x2.png,box,20.549524
0319x2.png,random,21.117802
0319x2.png,legendre,21.295845
0320x2.png,box,18.451822
0320x2.png,random,20.807934
0320x2.png,legendre,21.17523
0321x2.png,box,23.11244
0321x2.png,random,22.386478
0321x2.png,legendre,22.090109
0322x2.png,box,21.25011
0322x2.png,random,22.159903
0322x2.png,legendre,21.550732
0323x2.png,box,20.010786
0323x2.png,random,21.186665
0323x2.png,legendre,20.893927
0324x2.png,box,22.258204
0324x2.png,random,23.73184
0324x2.png,legendre,23.449997
0325x2.png,box,21.212242
0325x2.png,random,21.79877
0325x2.png,legendre,21.67921
0326x2.png,box,22.404184
0326x2.png,random,23.819885
0326x2.png,legendre,24.813478
0327x2.png,box,21.579636
0327x2.png,random,20.708073
0327x2.png,legendre,21.143223
0328x2.png,box,21.454058
0328x2.png,random,23.414864
0328x2.png,legendre,22.390411
0329x2.png,box,21.926126
0329x2.png,random,22.642076
0329x2.png,legendre,23.07323
0330x2.png,box,25.4302
0330x2.png,random,25.167793
0330x2.png,legendre,25.544832
0331x2.png,box,20.93931
0331x2.png,random,21.418427
0331x2.png,legendre,21.49314
0332x2.png,box,20.76849
0332x2.png,random,23.122177
0332x2.png,legendre,22.621769
0333x2.png,box,21.638096
0333x2.png,random,23.57486
0333x2.png,legendre,22.262001
0334x2.png,box,22.07286
0334x2.png,random,24.881714
0334x2.png,legendre,23.850693
0335x2.png,box,21.972027
0335x2.png,random,21.167381
0335x2.png,legendre,21.810173
0336x2.png,box,21.71324
0336x2.png,random,21.480442
0336x2.png,legendre,21.399984
0337x2.png,box,20.929163
0337x2.png,random,21.910753
0337x2.png,legendre,21.28438
0338x2.png,box,22.240955
0338x2.png,random,21.244728
0338x2.png,legendre,21.238907
0339x2.png,box,21.869423
0339x2.png,random,22.721786
0339x2.png,legendre,23.230972
0340x2.png,box,22.410637
0340x2.png,random,24.05036
0340x2.png,legendre,22.576391
0341x2.png,box,22.82029
0341x2.png,random,23.51555
0341x2.png,legendre,22.6604
0342x2.png,box,19.799435
0342x2.png,random,21.496407
0342x2.png,legendre,21.969347
0343x2.png,box,23.673227
0343x2.png,random,24.003544
0343x2.png,legendre,24.253296
0344x2.png,box,22.90796
0344x2.png,random,22.067205
0344x2.png,legendre,22.840588
0345x2.png,box,20.455025
0345x2.png,random,21.445446
0345x2.png,legendre,20.651218
0346x2.png,box,22.50631
0346x2.png,random,22.901756
0346x2.png,legendre,23.00661
0347x2.png,box,21.942434
0347x2.png,random,21.902506
0347x2.png,legendre,21.899328
0348x2.png,box,21.48529
0348x2.png,random,21.567657
0348x2.png,legendre,22.956598
0349x2.png,box,19.096672
0349x2.png,random,22.739504
0349x2.png,legendre,21.244778
0350x2.png,box,23.437338
0350x2.png,random,23.334959
0350x2.png,legendre,23.871777
0351x2.png,box,20.184536
0351x2.png,random,21.00031
0351x2.png,legendre,21.485815
0352x2.png,box,20.997866
0352x2.png,random,23.607643
0352x2.png,legendre,22.448606
0353x2.png,box,21.28312
0353x2.png,random,22.34164
0353x2.png,legendre,23.381636
0354x2.png,box,20.792454
0354x2.png,random,22.11461
0354x2.png,legendre,21.222975
0355x2.png,box,23.270035
0355x2.png,random,22.64795
0355x2.png,legendre,22.73293
0356x2.png,box,21.918726
0356x2.png,random,21.857664
0356x2.png,legendre,21.982147
0357x2.png,box,21.529295
0357x2.png,random,21.825045
0357x2.png,legendre,23.358604
0358x2.png,box,21.57714
0358x2.png,random,23.67091
0358x2.png,legendre,23.111069
0359x2.png,box,22.780582
0359x2.png,random,21.92093
0359x2.png,legendre,22.867353
0360x2.png,box,25.721628
0360x2.png,random,27.653778
0360x2.png,legendre,27.153297
0361x2.png,box,20.848162
0361x2.png,random,21.669027
0361x2.png,legendre,22.395798
0362x2.png,box,22.619469
0362x2.png,random,22.654202
0362x2.png,legendre,22.756706
0363x2.png,box,22.37423
0363x2.png,random,23.295677
0363x2.png,legendre,22.506844
0364x2.png,box,24.24383
0364x2.png,random,24.117393
0364x2.png,legendre,23.481339
0365x2.png,box,23.99818
0365x2.png,random,23.51139
0365x2.png,legendre,23.803802
0366x2.png,box,21.192915
0366x2.png,random,23.480652
0366x2.png,legendre,23.266623
0367x2.png,box,21.826132
0367x2.png,random,24.028227
0367x2.png,legendre,21.831648
0368x2.png,box,22.150719
0368x2.png,random,22.915188
0368x2.png,legendre,22.074816
0369x2.png,box,20.988586
0369x2.png,random,20.628263
0369x2.png,legendre,19.948465
0370x2.png,box,21.742487
0370x2.png,random,22.714535
0370x2.png,legendre,23.186726
0371x2.png,box,22.119186
0371x2.png,random,22.09797
0371x2.png,legendre,21.88072
0372x2.png,box,20.726736
0372x2.png,random,21.142447
0372x2.png,legendre,21.13837
0373x2.png,box,20.846806
0373x2.png,random,22.074543
0373x2.png,legendre,20.871122
0374x2.png,box,23.644878
0374x2.png,random,25.188286
0374x2.png,legendre,24.22125
0375x2.png,box,21.790405
0375x2.png,random,21.663136
0375x2.png,legendre,22.557972
0376x2.png,box,25.363207
0376x2.png,random,25.605375
0376x2.png,legendre,25.52977
0377x2.png,box,20.167507
0377x2.png,random,21.685896
0377x2.png,legendre,22.291975
0378x2.png,box,21.852444
0378x2.png,random,21.61004
0378x2.png,legendre,21.856749
0379x2.png,box,23.454727
0379x2.png,random,24.729744
0379x2.png,legendre,23.20493
0380x2.png,box,21.982048
0380x2.png,random,21.996723
0380x2.png,legendre,21.856335
0381x2.png,box,22.27058
0381x2.png,random,22.35797
0381x2.png,legendre,22.902773
0382x2.png,box,21.314217
0382x2.png,random,22.361734
0382x2.png,legendre,22.287035
0383x2.png,box,22.424454
0383x2.png,random,21.336086
0383x2.png,legendre,21.145119
0384x2.png,box,23.529844
0384x2.png,random,23.224165
0384x2.png,legendre,23.79335
0385x2.png,box,21.521507
0385x2.png,random,23.167133
0385x2.png,legendre,21.456547
0386x2.png,box,21.755362
0386x2.png,random,22.150848
0386x2.png,legendre,22.520819
0387x2.png,box,22.04935
0387x2.png,random,20.992043
0387x2.png,legendre,21.2962
0388x2.png,box,21.994314
0388x2.png,random,22.513264
0388x2.png,legendre,22.611744
0389x2.png,box,22.020535
0389x2.png,random,22.38449
0389x2.png,legendre,22.199291
0390x2.png,box,22.482117
0390x2.png,random,23.140326
0390x2.png,legendre,23.272648
0391x2.png,box,21.287174
0391x2.png,random,24.536163
0391x2.png,legendre,23.386707
0392x2.png,box,21.945097
0392x2.png,random,22.155922
0392x2.png,legendre,22.649582
0393x2.png,box,23.26561
0393x2.png,random,22.51808
0393x2.png,legendre,22.374268
0394x2.png,box,21.629313
0394x2.png,random,21.787346
0394x2.png,legendre,21.693432
0395x2.png,box,21.409626
0395x2.png,random,21.75601
0395x2.png,legendre,21.028635
0396x2.png,box,23.627928
0396x2.png,random,23.455566
0396x2.png,legendre,22.810654
0397x2.png,box,22.697197
0397x2.png,random,21.30561
0397x2.png,legendre,22.132782
0398x2.png,box,22.664555
0398x2.png,random,22.716515
0398x2.png,legendre,21.846039
0399x2.png,box,21.516113
0399x2.png,random,21.847542
0399x2.png,legendre,21.916304
0400x2.png,box,24.893127
0400x2.png,random,25.913427
0400x2.png,legendre,25.26773
0401x2.png,box,21.809767
0401x2.png,random,23.400373
0401x2.png,legendre,22.532707
0402x2.png,box,22.836998
0402x2.png,random,22.761526
0402x2.png,legendre,22.225544
0403x2.png,box,20.654339
0403x2.png,random,21.761436
0403x2.png,legendre,21.82254
0404x2.png,box,20.969254
0404x2.png,random,20.19764
0404x2.png,legendre,21.21202
0405x2.png,box,21.94025
0405x2.png,random,22.534693
0405x2.png,legendre,23.297543
0406x2.png,box,22.116749
0406x2.png,random,21.140368
0406x2.png,legendre,22.265396
0407x2.png,box,22.141167
0407x2.png,random,22.666924
0407x2.png,legendre,22.586498
0408x2.png,box,21.35457
0408x2.png,random,22.737772
0408x2.png,legendre,23.59829
0409x2.png,box,21.12768
0409x2.png,random,22.457882
0409x2.png,legendre,22.500021
0410x2.png,box,23.295963
0410x2.png,random,24.008266
0410x2.png,legendre,22.84452
0411x2.png,box,22.299301
0411x2.png,random,22.624817
0411x2.png,legendre,22.041946
0412x2.png,box,20.715237
0412x2.png,random,23.328161
0412x2.png,legendre,22.908813
0413x2.png,box,21.761549
0413x2.png,random,23.31685
0413x2.png,legendre,22.509148
0414x2.png,box,22.267136
0414x2.png,random,22.258102
0414x2.png,legendre,22.182571
0415x2.png,box,21.393429
0415x2.png,random,22.855312
0415x2.png,legendre,23.027685
0416x2.png,box,22.271835
0416x2.png,random,21.927988
0416x2.png,legendre,21.076397
0417x2.png,box,20.777102
0417x2.png,random,21.529583
0417x2.png,legendre,22.301865
0418x2.png,box,22.400274
0418x2.png,random,23.765022
0418x2.png,legendre,23.260876
0419x2.png,box,22.427383
0419x2.png,random,23.51572
0419x2.png,legendre,23.701775
0420x2.png,box,21.277039
0420x2.png,random,22.03636
0420x2.png,legendre,22.688545
0421x2.png,box,21.39149
0421x2.png,random,22.086338
0421x2.png,legendre,24.18914
0422x2.png,box,22.764729
0422x2.png,random,22.822273
0422x2.png,legendre,22.944664
0423x2.png,box,20.380566
0423x2.png,random,21.391556
0423x2.png,legendre,20.851995
0424x2.png,box,23.387611
0424x2.png,random,22.149166
0424x2.png,legendre,21.703693
0425x2.png,box,24.934296
0425x2.png,random,25.021404
0425x2.png,legendre,24.27472
0426x2.png,box,21.80328
0426x2.png,random,22.525467
0426x2.png,legendre,21.859692
0427x2.png,box,23.894167
0427x2.png,random,23.148214
0427x2.png,legendre,24.04375
0428x2.png,box,23.286322
0428x2.png,random,24.401943
0428x2.png,legendre,23.417477
0429x2.png,box,20.628202
0429x2.png,random,22.33178
0429x2.png,legendre,21.066738
0430x2.png,box,21.78265
0430x2.png,random,24.192877
0430x2.png,legendre,22.698557
0431x2.png,box,27.441517
0431x2.png,random,26.305481
0431x2.png,legendre,25.464428
0432x2.png,box,22.488527
0432x2.png,random,22.00863
0432x2.png,legendre,21.779032
0433x2.png,box,23.73416
0433x2.png,random,23.752954
0433x2.png,legendre,23.12318
0434x2.png,box,21.31591
0434x2.png,random,20.917566
0434x2.png,legendre,21.67241
0435x2.png,box,22.40765
0435x2.png,random,23.389685
0435x2.png,legendre,22.911139
0436x2.png,box,25.002935
0436x2.png,random,24.860847
0436x2.png,legendre,23.984787
0437x2.png,box,22.566225
0437x2.png,random,21.304815
0437x2.png,legendre,22.38557
0438x2.png,box,19.880577
0438x2.png,random,22.894411
0438x2.png,legendre,22.040588
0439x2.png,box,23.796944
0439x2.png,random,24.27807
0439x2.png,legendre,24.384682
0440x2.png,box,19.620012
0440x2.png,random,21.426756
0440x2.png,legendre,21.229183
0441x2.png,box,22.250196
0441x2.png,random,21.963778
0441x2.png,legendre,22.78897
0442x2.png,box,27.931833
0442x2.png,random,28.086569
0442x2.png,legendre,28.096184
0443x2.png,box,20.169388
0443x2.png,random,20.78636
0443x2.png,legendre,21.45705
0444x2.png,box,22.473679
0444x2.png,random,23.00823
0444x2.png,legendre,23.716347
0445x2.png,box,22.957386
0445x2.png,random,22.713428
0445x2.png,legendre,23.376297
0446x2.png,box,21.393755
0446x2.png,random,22.78597
0446x2.png,legendre,22.376366
0447x2.png,box,20.533909
0447x2.png,random,22.492085
0447x2.png,legendre,21.510231
0448x2.png,box,21.82222
0448x2.png,random,21.90092
0448x2.png,legendre,21.924982
0449x2.png,box,24.604227
0449x2.png,random,23.381954
0449x2.png,legendre,23.080097
0450x2.png,box,24.107788
0450x2.png,random,23.759357
0450x2.png,legendre,23.546438
0451x2.png,box,21.012438
0451x2.png,random,21.633587
0451x2.png,legendre,22.19744
0452x2.png,box,22.933388
0452x2.png,random,22.659283
0452x2.png,legendre,22.424847
0453x2.png,box,24.514576
0453x2.png,random,24.224482
0453x2.png,legendre,24.73686
0454x2.png,box,21.745384
0454x2.png,random,21.366064
0454x2.png,legendre,21.901016
0455x2.png,box,22.091259
0455x2.png,random,22.818996
0455x2.png,legendre,21.95423
0456x2.png,box,21.655275
0456x2.png,random,21.36795
0456x2.png,legendre,22.01612
0457x2.png,box,22.161009
0457x2.png,random,23.639128
0457x2.png,legendre,22.672276
0458x2.png,box,21.882475
0458x2.png,random,21.629284
0458x2.png,legendre,21.479706
0459x2.png,box,22.30314
0459x2.png,random,22.460299
0459x2.png,legendre,22.978214
0460x2.png,box,20.770756
0460x2.png,random,21.597061
0460x2.png,legendre,21.262585
0461x2.png,box,22.268219
0461x2.png,random,22.07673
0461x2.png,legendre,22.154951
0462x2.png,box,21.329529
0462x2.png,random,21.78408
0462x2.png,legendre,20.905941
0463x2.png,box,20.99849
0463x2.png,random,23.65965
0463x2.png,legendre,22.595306
0464x2.png,box,23.02191
0464x2.png,random,24.598255
0464x2.png,legendre,23.342829
0465x2.png,box,21.181658
0465x2.png,random,21.583996
0465x2.png,legendre,23.227264
0466x2.png,box,21.875689
0466x2.png,random,22.203869
0466x2.png,legendre,23.229103
0467x2.png,box,22.807543
0467x2.png,random,22.959137
0467x2.png,legendre,23.14682
0468x2.png,box,21.456066
0468x2.png,random,22.000216
0468x2.png,legendre,23.170345
0469x2.png,box,21.864025
0469x2.png,random,21.978268
0469x2.png,legendre,21.786018
0470x2.png,box,20.299576
0470x2.png,random,21.330551
0470x2.png,legendre,21.985527
0471x2.png,box,20.53649
0471x2.png,random,22.677246
0471x2.png,legendre,22.314863
0472x2.png,box,23.984879
0472x2.png,random,24.095062
0472x2.png,legendre,24.317669
0473x2.png,box,26.441376
0473x2.png,random,27.044643
0473x2.png,legendre,26.78828
0474x2.png,box,22.926273
0474x2.png,random,23.16372
0474x2.png,legendre,22.939735
0475x2.png,box,21.323559
0475x2.png,random,22.65931
0475x2.png,legendre,21.899378
0476x2.png,box,21.082113
0476x2.png,random,20.422386
0476x2.png,legendre,20.805313
0477x2.png,box,19.49041
0477x2.png,random,22.359457
0477x2.png,legendre,22.370472
0478x2.png,box,23.099659
0478x2.png,random,24.036043
0478x2.png,legendre,23.49145
0479x2.png,box,21.655733
0479x2.png,random,22.357761
0479x2.png,legendre,23.0209
0480x2.png,box,23.331287
0480x2.png,random,26.157185
0480x2.png,legendre,22.975561
0481x2.png,box,22.815855
0481x2.png,random,22.443094
0481x2.png,legendre,22.607126
0482x2.png,box,19.717161
0482x2.png,random,21.046638
0482x2.png,legendre,21.794476
0483x2.png,box,21.999414
0483x2.png,random,22.873856
0483x2.png,legendre,22.793161
0484x2.png,box,23.513351
0484x2.png,random,23.077412
0484x2.png,legendre,23.264788
0485x2.png,box,22.579458
0485x2.png,random,22.693943
0485x2.png,legendre,23.265074
0486x2.png,box,21.463173
0486x2.png,random,22.553692
0486x2.png,legendre,22.523304
0487x2.png,box,20.962849
0487x2.png,random,22.587854
0487x2.png,legendre,22.556181
0488x2.png,box,25.36961
0488x2.png,random,24.817188
0488x2.png,legendre,23.795837
0489x2.png,box,21.925838
0489x2.png,random,22.681131
0489x2.png,legendre,22.828468
0490x2.png,box,23.672016
0490x2.png,random,25.95176
0490x2.png,legendre,25.482555
0491x2.png,box,21.25702
0491x2.png,random,22.435343
0491x2.png,legendre,21.517172
0492x2.png,box,20.96216
0492x2.png,random,21.430973
0492x2.png,legendre,21.295834
0493x2.png,box,20.223194
0493x2.png,random,21.414646
0493x2.png,legendre,20.219032
0494x2.png,box,24.402946
0494x2.png,random,24.089504
0494x2.png,legendre,24.51778
0495x2.png,box,21.868313
0495x2.png,random,22.853296
0495x2.png,legendre,21.631695
0496x2.png,box,24.457096
0496x2.png,random,24.461918
0496x2.png,legendre,24.730549
0497x2.png,box,23.891066
0497x2.png,random,24.001673
0497x2.png,legendre,23.751066
0498x2.png,box,22.963974
0498x2.png,random,22.108093
0498x2.png,legendre,22.377827
0499x2.png,box,20.629843
0499x2.png,random,20.393036
0499x2.png,legendre,21.505129
0500x2.png,box,21.643011
0500x2.png,random,22.522
0500x2.png,legendre,23.019678
0501x2.png,box,19.719507
0501x2.png,random,21.04888
0501x2.png,legendre,21.40278
0502x2.png,box,25.650764
0502x2.png,random,25.405872
0502x2.png,legendre,25.304623
0503x2.png,box,22.09233
0503x2.png,random,23.483955
0503x2.png,legendre,23.266125
0504x2.png,box,20.696522
0504x2.png,random,24.848392
0504x2.png,legendre,21.395552
0505x2.png,box,18.922953
0505x2.png,random,21.335802
0505x2.png,legendre,20.497963
0506x2.png,box,21.824486
0506x2.png,random,22.941605
0506x2.png,legendre,22.872122
0507x2.png,box,26.628267
0507x2.png,random,27.076725
0507x2.png,legendre,26.274994
0508x2.png,box,22.026169
0508x2.png,random,23.27607
0508x2.png,legendre,23.53963
0509x2.png,box,20.915796
0509x2.png,random,22.846039
0509x2.png,legendre,22.487986
0510x2.png,box,20.191872
0510x2.png,random,21.02256
0510x2.png,legendre,21.68154
0511x2.png,box,20.18588
0511x2.png,random,21.58997
0511x2.png,legendre,22.240181
0512x2.png,box,20.80656
0512x2.png,random,20.999582
0512x2.png,legendre,21.620062
0513x2.png,box,27.151129
0513x2.png,random,26.860182
0513x2.png,legendre,26.617867
0514x2.png,box,21.484089
0514x2.png,random,22.160095
0514x2.png,legendre,22.598316
0515x2.png,box,21.243984
0515x2.png,random,23.073868
0515x2.png,legendre,22.805515
0516x2.png,box,23.167004
0516x2.png,random,23.975851
0516x2.png,legendre,24.00142
0517x2.png,box,21.545235
0517x2.png,random,21.41095
0517x2.png,legendre,21.383783
0518x2.png,box,22.879953
0518x2.png,random,24.398119
0518x2.png,legendre,23.47319
0519x2.png,box,22.694828
0519x2.png,random,21.62778
0519x2.png,legendre,21.741724
0520x2.png,box,19.14972
0520x2.png,random,22.213354
0520x2.png,legendre,22.916576
0521x2.png,box,22.218124
0521x2.png,random,21.84165
0521x2.png,legendre,22.388857
0522x2.png,box,21.972273
0522x2.png,random,20.653913
0522x2.png,legendre,20.791046
0523x2.png,box,20.982782
0523x2.png,random,21.207401
0523x2.png,legendre,21.756056
0524x2.png,box,22.885778
0524x2.png,random,24.017649
0524x2.png,legendre,22.662706
0525x2.png,box,24.17074
0525x2.png,random,22.939709
0525x2.png,legendre,23.895674
0526x2.png,box,22.691345
0526x2.png,random,23.673954
0526x2.png,legendre,23.345028
0527x2.png,box,22.042652
0527x2.png,random,20.69232
0527x2.png,legendre,21.58143
0528x2.png,box,21.247055
0528x2.png,random,21.218601
0528x2.png,legendre,22.397419
0529x2.png,box,21.431705
0529x2.png,random,22.8294
0529x2.png,legendre,23.782253
0530x2.png,box,21.934578
0530x2.png,random,21.496515
0530x2.png,legendre,22.776632
0531x2.png,box,20.720451
0531x2.png,random,21.62688
0531x2.png,legendre,21.60807
0532x2.png,box,23.4651
0532x2.png,random,23.782757
0532x2.png,legendre,23.550808
0533x2.png,box,21.185772
0533x2.png,random,21.270102
0533x2.png,legendre,20.896961
